gene    set1 set2
Gene9893 0 0
Gene9894 0 1
Gene9895 0 0
Gene9896 0 1
Gene9897 1 0
Gene9898 0 0
Gene9899 0 1
Gene9900 1 0
Gene9901 1 0
Gene9902 0 1
Gene9903 0 1
Gene9904 0 0
Gene9905 0 1
Gene9906 0 1
Gene9907 0 0
Gene9908 0 0
Gene9909 1 1
Gene9910 1 0
Gene9911 0 1
Gene9912 0 0
Gene9913 1 0
Gene9914 1 0
Gene9915 0 0
Gene9916 1 0
Gene9917 0 0
Gene9918 0 0
Gene9919 1 1
Gene9920 1 0
Gene9921 0 1
Gene9922 0 1
Gene9923 1 0
Gene9924 1 1
Gene9925 1 1
Gene9926 1 1
Gene9927 1 1
Gene9928 1 1
Gene9929 0 0
Gene9930 1 1
Gene9931 0 0
Gene9932 0 0
Gene9933 0 1
Gene9934 0 1
Gene9935 1 0
Gene9936 1 1
Gene9937 1 0
Gene9938 0 0
Gene9939 0 1
Gene9940 0 1
Gene9941 0 0
Gene9942 1 1
Gene9943 0 0
Gene9944 1 1
Gene9945 1 0
Gene9946 1 0
Gene9947 1 0
Gene9948 0 0
Gene9949 0 0
Gene9950 1 0
Gene9951 0 1
Gene9952 0 1
Gene9953 1 0
Gene9954 0 0
Gene9955 1 1
Gene9956 0 0
Gene9957 1 0
Gene9958 0 0
Gene9959 0 0
Gene9960 0 0
Gene9961 0 0
Gene9962 0 0
Gene9963 1 1
Gene9964 0 0
Gene9965 0 1
Gene9966 0 0
Gene9967 1 0
Gene9968 0 0
Gene9969 0 0
Gene9970 1 1
Gene9971 0 1
Gene9972 0 0
Gene9973 1 0
Gene9974 1 1
Gene9975 0 1
Gene9976 1 1
Gene9977 1 1
Gene9978 0 0
Gene9979 0 1
Gene9980 1 1
Gene9981 0 0
Gene9982 0 1
Gene9983 1 0
Gene9984 1 0
Gene9985 0 0
Gene9986 1 1
Gene9987 0 1
Gene9988 1 0
Gene9989 0 0
Gene9990 0 1
Gene9991 0 0
Gene9992 1 0
Gene9993 1 0
Gene9994 0 0
Gene9995 0 0
Gene9996 0 0
Gene9997 1 1
Gene9998 0 0
Gene9999 0 0
Gene10000 1 1
